"Local Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.01.2018 09:00";"6.1";"743.3";"746.2";"2.8";"85";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"6.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.8";"6.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"6.0";"";"";
"18.01.2018 06:00";"9.1";"740.5";"743.4";"-1.4";"92";"Wind blowing from the west-southwest";"10";"16";"16";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 � 80%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"7.8";"";"";"";"";"";"";
"18.01.2018 03:00";"12.8";"741.9";"744.8";"-2.4";"76";"Wind blowing from the south-southwest";"8";"";"13";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.6";"0.2";"6";"";"";"";"";
"18.01.2018 00:00";"12.4";"744.3";"747.2";"-2.8";"73";"Wind blowing from the south";"8";"";"12";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"17.01.2018 21:00";"12.3";"747.1";"750.1";"-1.9";"73";"Wind blowing from the south";"6";"";"11";"70 � 80%.";" ";"";"";"";"13.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.6";"No precipitation";"12";"";"";"";"";
"17.01.2018 18:00";"12.7";"749.0";"751.9";"-2.1";"72";"Wind blowing from the south";"7";"";"11";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"17.01.2018 15:00";"13.3";"751.1";"754.0";"-2.8";"72";"Wind blowing from the south";"8";"";"12";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.3";"No precipitation";"6";"";"";"";"";
"17.01.2018 12:00";"12.2";"753.9";"756.9";"0.0";"74";"Wind blowing from the south";"8";"";"12";"40%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"17.01.2018 09:00";"9.5";"753.9";"756.9";"-1.0";"86";"Wind blowing from the south";"8";"";"";"70 � 80%.";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"9.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.2";"0.4";"12";"Surface of ground wet (standing water in small or large pools on surface).";"7.0";"";"";
"17.01.2018 06:00";"9.9";"754.9";"757.9";"-1.1";"80";"Wind blowing from the south";"6";"";"11";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"";"";"";"";"";"";
"17.01.2018 03:00";"9.6";"756.0";"759.0";"-1.1";"85";"Wind blowing from the south";"6";"";"9";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.1";"No precipitation";"6";"";"";"";"";
"17.01.2018 00:00";"9.7";"757.1";"760.1";"-1.0";"81";"Wind blowing from the south-southwest";"6";"";"9";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"";"";"";"";"";"";
"16.01.2018 21:00";"9.7";"758.1";"761.1";"-0.8";"86";"Wind blowing from the south-southwest";"4";"";"10";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"9.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.4";"3.0";"12";"";"";"";"";
"16.01.2018 18:00";"9.8";"758.9";"761.9";"-1.0";"88";"Wind blowing from the south-west";"3";"";"10";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"7.9";"";"";"";"";"";"";
"16.01.2018 15:00";"9.1";"759.9";"762.9";"-2.1";"82";"Wind blowing from the south-southwest";"6";"";"11";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"6.1";"2.0";"6";"";"";"";"";
"16.01.2018 12:00";"8.0";"762.0";"765.1";"-0.4";"85";"Wind blowing from the south";"7";"";"11";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"5.6";"";"";"";"";"";"";
"16.01.2018 09:00";"8.1";"762.4";"765.5";"-1.4";"73";"Wind blowing from the south";"7";"";"";"90  or more, but not 100%";" ";"";"";"6.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.4";"No precipitation";"12";"Surface of ground moist.";"4.0";"";"";
"16.01.2018 06:00";"7.4";"763.8";"766.9";"-1.7";"67";"Wind blowing from the south";"5";"";"7";"70 � 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.6";"";"";"";"";"";"";
"16.01.2018 05:00";"7.1";"764.5";"767.6";"";"70";"Wind blowing from the south-southwest";"3";"";"";"70 � 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.0";"";"";"";"";"";"";
"16.01.2018 03:00";"7.3";"765.5";"768.6";"-1.7";"68";"Wind blowing from the south-southeast";"3";"";"7";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.7";"No precipitation";"6";"";"";"";"";
"16.01.2018 00:00";"6.6";"767.2";"770.2";"-0.6";"63";"Wind blowing from the east";"3";"";"7";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.0";"";"";"";"";"";"";
"15.01.2018 21:00";"6.4";"767.8";"770.9";"-0.3";"59";"Wind blowing from the east-northeast";"3";"";"8";"20�30%.";" ";"";"";"";"8.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.1";"No precipitation";"12";"";"";"";"";
"15.01.2018 18:00";"6.8";"768.1";"771.2";"-0.6";"53";"Wind blowing from the east-southeast";"3";"";"8";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.1";"";"";"";"";"";"";
"15.01.2018 15:00";"7.0";"768.7";"771.7";"-1.3";"56";"Wind blowing from the south-east";"4";"";"10";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.2";"No precipitation";"6";"";"";"";"";
"15.01.2018 12:00";"6.0";"770.0";"773.1";"0.0";"61";"Wind blowing from the east";"4";"";"9";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.0";"";"";"";"";"";"";
"15.01.2018 09:00";"5.0";"770.0";"773.1";"0.7";"69";"Wind blowing from the east";"4";"";"";"40%.";" ";"";"";"3.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"2.0";"";"";
"15.01.2018 06:00";"4.4";"769.3";"772.4";"-0.3";"64";"Wind blowing from the north-east";"4";"";"9";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.9";"";"";"";"";"";"";
"15.01.2018 03:00";"5.2";"769.6";"772.7";"0.3";"61";"Wind blowing from the east-northeast";"5";"";"12";"70 � 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.8";"No precipitation";"6";"";"";"";"";
"15.01.2018 00:00";"4.6";"769.3";"772.3";"0.6";"59";"Wind blowing from the north-east";"6";"";"12";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.9";"";"";"";"";"";"";
"14.01.2018 21:00";"4.6";"768.7";"771.7";"1.3";"61";"Wind blowing from the north-northeast";"8";"";"14";"70 � 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"7.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.3";"0.6";"12";"";"";"";"";
"14.01.2018 18:00";"5.3";"767.4";"770.5";"1.5";"65";"Wind blowing from the north-northeast";"7";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.8";"";"";"";"";"";"";
"14.01.2018 15:00";"5.8";"765.9";"769.0";"0.1";"70";"Wind blowing from the north";"8";"";"16";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus translucidus.";"";"7.0";"0.7";"0.6";"6";"";"";"";"";
"14.01.2018 12:00";"5.6";"765.8";"768.9";"1.1";"73";"Wind blowing from the north-northeast";"9";"";"13";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"1.0";"";"";"";"";"";"";
"14.01.2018 09:00";"5.3";"764.7";"767.8";"1.2";"82";"Wind blowing from the north-northeast";"7";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"4.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"2.4";"1.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"4.0";"";"";
